Code_commune,Libelle_de_la_commune,Inscrits_22,Abstentions_22,Exprimes_22,Votes_Extreme_Gauche,Votes_Gauche,Votes_Centre,Votes_Droite,Votes_Extreme_Droite,Top_Extreme_Gauche,Top_Gauche,Top_Centre,Top_Droite,Top_Extreme_Droite,Voix_ART_22,Voix_ROU_22,Voix_MAC_22,Voix_LAS_22,Voix_PEN_22,Voix_ZEM_22,Voix_MEL_22,Voix_HID_22,Voix_JAD_22,Voix_PEC_22,Voix_POU_22,Voix_DUP_22
33186.0,Gensac,580,117,461,9,116,104,45,187,0,0,0,0,1,3,10,104,29,139,36,85,11,10,16,6,12
33186.0,Gensac,580,117,461,9,116,104,45,187,0,0,0,0,1,3,10,104,29,139,36,85,11,10,16,6,12
33186.0,Gensac,580,117,461,9,116,104,45,187,0,0,0,0,1,3,10,104,29,139,36,85,11,10,16,6,12
33187.0,Gironde-sur-Dropt,895,219,667,11,187,145,85,239,0,0,0,0,1,3,13,145,65,185,43,145,12,17,20,8,11
33188.0,Giscos,151,28,115,2,32,16,23,42,0,0,0,0,1,0,2,16,17,36,5,27,1,2,6,2,1
33189.0,Gornac,307,72,231,3,76,53,25,74,0,1,0,0,0,1,9,53,15,63,7,55,8,4,10,2,4
33190.0,Goualade,81,8,71,2,20,16,15,18,0,1,0,0,0,1,1,16,3,15,3,15,2,2,12,1,0
33191.0,Gours,409,97,307,10,66,79,21,131,0,0,0,0,1,2,9,79,15,118,11,41,3,13,6,8,2
33192.0,Gradignan,17488,3644,13622,166,4906,4541,1185,2824,0,1,0,0,0,50,327,4541,503,1800,822,3232,353,994,682,116,202
33193.0,Grayan-et-l'Hôpital,1491,279,1188,20,341,304,87,436,0,0,0,0,1,9,46,304,49,317,98,248,15,32,38,11,21
33195.0,Grignols,824,168,636,10,160,183,83,200,0,0,0,0,1,2,11,183,62,152,33,113,22,14,21,8,15
33195.0,Grignols,824,168,636,10,160,183,83,200,0,0,0,0,1,2,11,183,62,152,33,113,22,14,21,8,15
33194.0,Grézillac,577,110,454,4,121,123,36,170,0,0,0,0,1,0,5,123,25,121,39,92,13,11,11,4,10
33196.0,Guillac,147,36,107,6,35,21,15,30,0,1,0,0,0,2,1,21,7,24,4,22,2,10,8,4,2
33196.0,Guillac,147,36,107,6,35,21,15,30,0,1,0,0,0,2,1,21,7,24,4,22,2,10,8,4,2
33197.0,Guillos,368,90,270,3,66,37,32,132,0,0,0,0,1,1,10,37,22,98,26,44,9,3,10,2,8
33199.0,Gujan-Mestras,18376,3900,14227,166,3230,4541,1329,4961,0,0,0,0,1,39,308,4541,567,3333,1265,2052,224,646,762,127,363
33198.0,Guîtres,1213,298,891,15,257,198,74,347,0,0,0,0,1,8,32,198,37,273,59,180,21,24,37,7,15
33185.0,Génissac,1515,295,1186,8,317,322,104,435,0,0,0,0,1,3,20,322,55,346,67,229,23,45,49,5,22
33184.0,Générac,480,119,351,11,75,75,22,168,0,0,0,0,1,6,9,75,15,141,23,52,11,3,7,5,4
33184.0,Générac,480,119,351,11,75,75,22,168,0,0,0,0,1,6,9,75,15,141,23,52,11,3,7,5,4
33201.0,Haux,614,99,502,3,158,120,52,169,0,0,0,0,1,1,12,120,32,134,23,116,5,25,20,2,12
33201.0,Haux,614,99,502,3,158,120,52,169,0,0,0,0,1,1,12,120,32,134,23,116,5,25,20,2,12
33202.0,Hostens,1063,206,848,8,254,174,88,324,0,0,0,0,1,2,22,174,64,245,55,176,18,38,24,6,24
33203.0,Hourtin,3320,599,2668,41,709,692,241,985,0,0,0,0,1,19,96,692,132,691,264,481,51,81,109,22,30
33204.0,Hure,398,69,320,5,90,74,39,112,0,0,0,0,1,1,12,74,31,96,9,59,11,8,8,4,7
33205.0,Illats,1074,171,888,16,242,224,102,304,0,0,0,0,1,10,31,224,66,225,57,162,22,27,36,6,22
33206.0,Isle-Saint-Georges,365,71,285,1,112,56,21,95,0,1,0,0,0,0,8,56,12,75,16,91,6,7,9,1,4
33207.0,Izon,4870,1137,3678,66,998,955,254,1405,0,0,0,0,1,16,82,955,143,1150,189,709,66,141,111,50,66
33208.0,Jau-Dignac-et-Loirac,761,167,583,8,113,132,52,278,0,0,0,0,1,3,12,132,36,226,43,90,5,6,16,5,9
33209.0,Jugazan,237,53,181,1,34,42,28,76,0,0,0,0,1,0,1,42,13,52,15,23,3,7,15,1,9
33210.0,Juillac,181,30,148,2,32,43,11,60,0,0,0,0,1,1,0,43,7,43,15,28,2,2,4,1,2
33210.0,Juillac,181,30,148,2,32,43,11,60,0,0,0,0,1,1,0,43,7,43,15,28,2,2,4,1,2
33210.0,Juillac,181,30,148,2,32,43,11,60,0,0,0,0,1,1,0,43,7,43,15,28,2,2,4,1,2
33213.0,La Brède,3794,703,3024,44,789,1152,319,720,0,0,1,0,0,6,62,1152,146,456,212,478,62,187,173,38,52
33219.0,La Lande-de-Fronsac,1784,296,1460,28,377,370,117,568,0,0,0,0,1,5,49,370,69,470,73,249,29,50,48,23,25
33356.0,La Rivière,265,33,224,2,65,52,20,85,0,0,0,0,1,0,6,52,12,66,16,48,5,6,8,2,3
33356.0,La Rivière,265,33,224,2,65,52,20,85,0,0,0,0,1,0,6,52,12,66,16,48,5,6,8,2,3
33360.0,La Roquille,250,63,184,2,45,29,25,83,0,0,0,0,1,0,4,29,11,59,16,36,0,5,14,2,8
33352.0,La Réole,2767,888,1849,31,636,355,182,645,0,0,0,0,1,8,47,355,109,493,126,472,59,58,73,23,26
33505.0,La Sauve,1127,237,881,11,250,240,76,304,0,0,0,0,1,5,13,240,50,252,36,190,15,32,26,6,16
33529.0,La Teste-de-Buch,22570,5439,16860,161,3404,5555,1832,5908,0,0,0,0,1,46,306,5555,782,3943,1599,2154,249,695,1050,115,366
33211.0,Labarde,467,99,364,10,96,82,24,152,0,0,0,0,1,2,3,82,18,125,24,71,6,16,6,8,3
33212.0,Labescau,119,27,92,1,32,19,5,35,0,0,0,0,1,1,4,19,3,30,4,26,2,0,2,0,1
33214.0,Lacanau,5585,1061,4441,52,1337,1336,425,1291,0,1,0,0,0,16,106,1336,231,817,370,946,76,209,194,36,104
33215.0,Ladaux,163,40,123,0,32,43,18,30,0,0,1,0,0,0,2,43,10,26,4,21,3,6,8,0,0
33216.0,Lados,123,8,108,5,27,25,19,32,0,0,0,0,1,1,4,25,12,24,8,17,3,3,7,4,0
33218.0,Lagorce,1193,294,880,16,162,158,60,484,0,0,0,0,1,2,23,158,34,414,52,102,15,22,26,14,18
33218.0,Lagorce,1193,294,880,16,162,158,60,484,0,0,0,0,1,2,23,158,34,414,52,102,15,22,26,14,18
33222.0,Lalande-de-Pomerol,497,95,389,3,90,89,44,163,0,0,0,0,1,1,5,89,21,109,46,55,11,19,23,2,8
33220.0,Lamarque,878,175,684,18,157,132,54,323,0,0,0,0,1,5,18,132,34,276,35,123,6,10,20,13,12
33221.0,Lamothe-Landerron,805,165,628,7,100,123,80,318,0,0,0,0,1,2,16,123,56,263,46,69,10,5,24,5,9
33223.0,Landerrouat,105,8,93,0,10,26,19,38,0,0,0,0,1,0,2,26,10,24,14,7,0,1,9,0,0
33224.0,Landerrouet-sur-Ségur,85,13,72,1,21,19,19,12,0,1,0,0,0,0,3,19,13,9,2,12,3,3,6,1,1
33225.0,Landiras,1785,412,1347,26,409,255,157,500,0,0,0,0,1,6,42,255,101,385,81,271,29,67,56,20,34
33226.0,Langoiran,1470,237,1203,13,482,288,116,304,0,1,0,0,0,1,33,288,73,215,69,347,25,77,43,12,20
33227.0,Langon,4805,1074,3652,69,1135,986,325,1137,0,0,0,0,1,31,94,986,182,830,238,784,126,131,143,38,69
33227.0,Langon,4805,1074,3652,69,1135,986,325,1137,0,0,0,0,1,31,94,986,182,830,238,784,126,131,143,38,69
33227.0,Langon,4805,1074,3652,69,1135,986,325,1137,0,0,0,0,1,31,94,986,182,830,238,784,126,131,143,38,69
33228.0,Lansac,590,137,443,8,93,85,35,222,0,0,0,0,1,6,13,85,24,195,23,60,9,11,11,2,4
33228.0,Lansac,590,137,443,8,93,85,35,222,0,0,0,0,1,6,13,85,24,195,23,60,9,11,11,2,4
33228.0,Lansac,590,137,443,8,93,85,35,222,0,0,0,0,1,6,13,85,24,195,23,60,9,11,11,2,4
33229.0,Lanton,6523,1395,5048,71,1307,1509,507,1654,0,0,0,0,1,22,119,1509,241,1086,457,880,80,228,266,49,111
33230.0,Lapouyade,413,106,301,5,78,61,32,125,0,0,0,0,1,1,2,61,17,95,27,65,6,5,15,4,3
33231.0,Laroque,240,40,198,5,47,49,19,78,0,0,0,0,1,1,7,49,14,60,13,30,3,7,5,4,5
33231.0,Laroque,240,40,198,5,47,49,19,78,0,0,0,0,1,1,7,49,14,60,13,30,3,7,5,4,5
33232.0,Lartigue,49,8,40,1,9,4,8,18,0,0,0,0,1,0,0,4,7,8,8,9,0,0,1,1,2
33232.0,Lartigue,49,8,40,1,9,4,8,18,0,0,0,0,1,0,0,4,7,8,8,9,0,0,1,1,2
33233.0,Laruscade,2045,517,1492,22,359,230,104,777,0,0,0,0,1,7,31,230,73,676,70,266,22,40,31,15,31
33234.0,Latresne,2989,558,2395,32,732,832,238,561,0,0,1,0,0,9,39,832,95,348,178,486,42,165,143,23,35
33235.0,Lavazan,188,52,131,2,33,38,11,47,0,0,0,0,1,0,4,38,10,34,12,24,1,4,1,2,1
33029.0,Le Barp,4104,715,3333,52,940,881,297,1163,0,0,0,0,1,14,97,881,172,884,206,605,57,181,125,38,73
33069.0,Le Bouscat,18145,3855,14076,172,3951,5497,1341,3115,0,0,1,0,0,45,260,5497,383,1760,1160,2497,263,931,958,127,195
33166.0,Le Fieu,370,86,273,0,58,49,23,143,0,0,0,0,1,0,3,49,21,121,15,41,9,5,2,0,7
33200.0,Le Haillan,7949,1384,6447,79,2062,2161,482,1663,0,0,1,0,0,15,174,2161,244,1168,376,1302,198,388,238,64,119
33305.0,Le Nizan,395,63,324,7,80,89,39,109,0,0,0,0,1,3,6,89,27,94,11,63,5,6,12,4,4
33322.0,Le Pian-Médoc,5351,984,4268,67,1193,1311,330,1367,0,0,0,0,1,25,105,1311,173,992,297,811,77,200,157,42,78
33323.0,Le Pian-sur-Garonne,786,140,631,9,191,139,63,229,0,0,0,0,1,2,20,139,46,166,52,133,15,23,17,7,11
33333.0,Le Porge,2650,465,2128,27,621,459,204,817,0,0,0,0,1,8,93,459,150,611,152,409,26,93,54,19,54
33335.0,Le Pout,445,82,356,7,96,90,28,135,0,0,0,0,1,4,20,90,16,98,32,64,7,5,12,3,5
33345.0,Le Puy,305,46,255,7,48,49,33,118,0,0,0,0,1,2,3,49,24,86,22,36,3,6,9,5,10
33345.0,Le Puy,305,46,255,7,48,49,33,118,0,0,0,0,1,2,3,49,24,86,22,36,3,6,9,5,10
33519.0,Le Taillan-Médoc,8002,1410,6466,98,1927,2240,469,1732,0,0,1,0,0,27,152,2240,200,1232,393,1230,159,386,269,71,107
33527.0,Le Teich,6840,1355,5383,62,1493,1521,510,1797,0,0,0,0,1,18,124,1521,284,1328,339,956,143,270,226,44,130
33528.0,Le Temple,468,68,390,5,67,97,50,171,0,0,0,0,1,1,8,97,21,132,30,45,3,11,29,4,9
33528.0,Le Temple,468,68,390,5,67,97,50,171,0,0,0,0,1,1,8,97,21,132,30,45,3,11,29,4,9
33534.0,Le Tourne,591,115,468,3,198,118,33,116,0,1,0,0,0,1,15,118,24,81,27,143,8,32,9,2,8
33536.0,Le Tuzan,204,37,165,4,50,25,16,70,0,0,0,0,1,1,10,25,12,55,10,36,1,3,4,3,5
33544.0,Le Verdon-sur-Mer,1433,347,1070,10,247,294,87,432,0,0,0,0,1,4,32,294,55,319,94,174,18,23,32,6,19
33239.0,Lerm-et-Musset,370,61,300,5,48,64,66,117,0,0,0,0,1,1,2,64,47,86,22,32,6,8,19,4,9
33014.0,Les Artigues-de-Lussac,808,146,654,10,161,158,40,285,0,0,0,0,1,1,22,158,20,250,27,90,21,28,20,9,8
33052.0,Les Billaux,833,129,687,4,185,189,53,256,0,0,0,0,1,2,14,189,30,194,53,145,8,18,23,2,9
,Les Eglisottes-et-Chalaures,1462,418,1030,18,220,191,93,508,0,0,0,0,1,8,24,191,54,439,57,173,11,12,39,10,12
33158.0,Les Esseintes,217,37,175,2,46,40,21,66,0,0,0,0,1,0,5,40,13,59,6,30,4,7,8,2,1
33242.0,Les Lèves-et-Thoumeyragues,411,82,319,1,75,48,32,163,0,0,0,0,1,1,3,48,23,117,38,54,6,12,9,0,8
33315.0,Les Peintures,1227,259,946,10,208,166,64,498,0,0,0,0,1,3,24,166,45,438,44,140,20,24,19,7,16
33499.0,Les Salles-de-Castillon,251,50,196,2,33,51,28,82,0,0,0,0,1,1,5,51,18,63,12,24,1,3,10,1,7
33240.0,Lesparre-Médoc,4174,1230,2893,44,675,590,243,1341,0,0,0,0,1,15,66,590,145,1047,241,505,41,63,98,29,53
33241.0,Lestiac-sur-Garonne,364,58,302,11,131,67,23,70,0,1,0,0,0,3,9,67,14,49,18,98,8,16,9,8,3
33243.0,Libourne,16431,4167,12019,178,3964,3293,939,3645,0,1,0,0,0,67,305,3293,413,2544,893,2799,281,579,526,111,208
33244.0,Lignan-de-Bazas,295,38,243,5,88,58,24,68,0,1,0,0,0,3,12,58,13,56,10,57,4,15,11,2,2
33245.0,Lignan-de-Bordeaux,640,72,564,5,172,182,52,153,0,0,1,0,0,2,9,182,33,107,35,103,18,42,19,3,11
33246.0,Ligueux,140,24,114,1,20,26,19,48,0,0,0,0,1,1,1,26,13,40,6,15,2,2,6,0,2
33248.0,Listrac-Médoc,2066,512,1528,17,445,347,118,601,0,0,0,0,1,5,39,347,83,500,76,317,41,48,35,12,25
33247.0,Listrac-de-Durèze,127,33,92,2,17,17,6,50,0,0,0,0,1,0,0,17,3,39,11,7,3,7,3,2,0
33249.0,Lormont,12065,3891,8009,149,3674,1710,378,2098,0,1,0,0,0,51,201,1710,219,1590,375,2948,221,304,159,98,133
33250.0,Loubens,262,50,205,1,48,50,36,70,0,0,0,0,1,0,1,50,28,57,9,42,0,5,8,1,4
33250.0,Loubens,262,50,205,1,48,50,36,70,0,0,0,0,1,0,1,50,28,57,9,42,0,5,8,1,4
33251.0,Louchats,616,144,454,4,149,95,44,162,0,0,0,0,1,2,9,95,32,132,23,105,18,17,12,2,7
33252.0,Loupes,665,87,576,7,149,131,53,236,0,0,0,0,1,2,12,131,27,172,49,97,12,28,26,5,15
33253.0,Loupiac,842,170,658,12,221,141,62,222,0,0,0,0,1,3,12,141,38,166,39,175,8,26,24,9,17
33253.0,Loupiac,842,170,658,12,221,141,62,222,0,0,0,0,1,3,12,141,38,166,39,175,8,26,24,9,17
33253.0,Loupiac,842,170,658,12,221,141,62,222,0,0,0,0,1,3,12,141,38,166,39,175,8,26,24,9,17
33254.0,Loupiac-de-la-Réole,348,50,292,5,68,72,34,113,0,0,0,0,1,1,5,72,23,99,10,56,7,0,11,4,4
33255.0,Lucmau,225,41,183,2,73,27,29,52,0,1,0,0,0,1,6,27,27,42,9,42,17,8,2,1,1
33256.0,Ludon-Médoc,3946,666,3219,57,880,887,231,1164,0,0,0,0,1,14,115,887,130,913,182,584,53,128,101,43,69
33257.0,Lugaignac,331,43,282,3,73,65,36,105,0,0,0,0,1,1,7,65,19,87,15,52,1,13,17,2,3
33258.0,Lugasson,242,54,182,1,46,47,16,72,0,0,0,0,1,0,4,47,8,55,9,37,0,5,8,1,8
,Lugon-et-l'Ile-du-Carnay,934,168,755,14,189,189,60,303,0,0,0,0,1,6,19,189,35,243,43,134,17,19,25,8,17
33260.0,Lugos,838,119,704,13,184,143,74,290,0,0,0,0,1,4,18,143,51,215,51,134,6,26,23,9,24
33261.0,Lussac,842,170,656,8,111,181,53,303,0,0,0,0,1,4,7,181,29,232,54,77,11,16,24,4,17
33261.0,Lussac,842,170,656,8,111,181,53,303,0,0,0,0,1,4,7,181,29,232,54,77,11,16,24,4,17
33261.0,Lussac,842,170,656,8,111,181,53,303,0,0,0,0,1,4,7,181,29,232,54,77,11,16,24,4,17
33236.0,Lège-Cap-Ferret,8931,1835,6984,86,1263,2486,941,2208,0,0,1,0,0,22,97,2486,389,1339,762,831,71,264,552,64,107
33237.0,Léogeats,658,97,543,17,162,100,60,204,0,0,0,0,1,7,15,100,44,157,32,112,11,24,16,10,15
33238.0,Léognan,8717,1673,6884,105,2211,2297,624,1647,0,0,1,0,0,24,181,2297,311,1123,403,1390,185,455,313,81,121
33262.0,Macau,3066,625,2381,43,678,608,156,896,0,0,0,0,1,13,67,608,100,726,126,472,30,109,56,30,44
33263.0,Madirac,188,20,167,1,61,37,9,59,0,1,0,0,0,0,4,37,7,48,7,43,2,12,2,1,4
33264.0,Maransin,816,190,616,15,161,123,35,282,0,0,0,0,1,6,14,123,22,238,26,105,21,21,13,9,18
33266.0,Marcenais,624,120,499,11,126,86,37,239,0,0,0,0,1,3,17,86,25,205,26,86,6,17,12,8,8
33555.0,Marcheprime,4193,805,3305,55,890,862,230,1268,0,0,0,0,1,10,84,862,126,987,202,589,89,128,104,45,79
33268.0,Margaux-Cantenac,2056,447,1565,26,404,383,122,630,0,0,0,0,1,7,32,383,77,531,66,305,27,40,45,19,33
33269.0,Margueron,303,56,241,3,51,54,28,105,0,0,0,0,1,0,3,54,18,87,14,34,7,7,10,3,4
33270.0,Marimbault,159,24,132,2,37,35,14,44,0,0,0,0,1,1,6,35,12,37,5,30,1,0,2,1,2
33271.0,Marions,149,31,116,2,29,25,19,41,0,0,0,0,1,1,3,25,13,35,4,23,2,1,6,1,2
33272.0,Marsas,926,178,732,10,217,131,52,322,0,0,0,0,1,2,13,131,30,261,46,167,11,26,22,8,15
33272.0,Marsas,926,178,732,10,217,131,52,322,0,0,0,0,1,2,13,131,30,261,46,167,11,26,22,8,15
33273.0,Martignas-sur-Jalle,5942,1014,4823,59,1415,1562,443,1344,0,0,1,0,0,18,106,1562,192,928,334,874,127,308,251,41,82
33274.0,Martillac,2347,319,1989,31,597,614,190,557,0,0,1,0,0,4,46,614,101,412,112,387,39,125,89,27,33
33275.0,Martres,102,17,85,0,22,15,5,43,0,0,0,0,1,0,0,15,3,34,6,18,0,4,2,0,3
33276.0,Masseilles,113,15,94,1,16,20,18,39,0,0,0,0,1,0,2,20,7,30,4,14,0,0,11,1,5
33277.0,Massugas,184,42,137,4,32,15,16,70,0,0,0,0,1,1,1,15,14,53,16,22,2,7,2,3,1
33278.0,Mauriac,198,23,166,0,39,47,24,56,0,0,0,0,1,0,6,47,16,50,6,27,1,5,8,0,0
33278.0,Mauriac,198,23,166,0,39,47,24,56,0,0,0,0,1,0,6,47,16,50,6,27,1,5,8,0,0
33280.0,Mazion,373,66,300,4,62,59,24,151,0,0,0,0,1,2,8,59,16,131,18,38,9,7,8,2,2
33279.0,Mazères,536,73,457,3,111,118,67,158,0,0,0,0,1,2,14,118,38,108,35,70,15,12,29,1,15
33279.0,Mazères,536,73,457,3,111,118,67,158,0,0,0,0,1,2,14,118,38,108,35,70,15,12,29,1,15
33283.0,Mesterrieux,147,24,120,5,29,21,13,52,0,0,0,0,1,0,4,21,10,38,11,23,0,2,3,5,3
33284.0,Mios,8124,1506,6459,97,1659,1566,552,2585,0,0,0,0,1,31,154,1566,348,2027,401,1088,131,286,204,66,157
33285.0,Mombrier,366,47,311,5,86,69,27,124,0,0,0,0,1,2,7,69,11,102,15,59,6,14,16,3,7
33287.0,Mongauzy,435,98,330,3,72,57,37,161,0,0,0,0,1,2,10,57,23,129,26,54,4,4,14,1,6
33288.0,Monprimblanc,251,66,182,7,41,39,16,79,0,0,0,0,1,3,0,39,14,59,20,36,2,3,2,4,0
33289.0,Monségur,1117,269,832,14,276,209,97,236,0,1,0,0,0,6,25,209,66,181,41,200,32,19,31,8,14
33289.0,Monségur,1117,269,832,14,276,209,97,236,0,1,0,0,0,6,25,209,66,181,41,200,32,19,31,8,14
33289.0,Monségur,1117,269,832,14,276,209,97,236,0,1,0,0,0,6,25,209,66,181,41,200,32,19,31,8,14
33289.0,Monségur,1117,269,832,14,276,209,97,236,0,1,0,0,0,6,25,209,66,181,41,200,32,19,31,8,14
33290.0,Montagne,1098,164,915,10,202,290,116,297,0,0,0,0,1,2,33,290,61,218,61,122,15,32,55,8,18
33290.0,Montagne,1098,164,915,10,202,290,116,297,0,0,0,0,1,2,33,290,61,218,61,122,15,32,55,8,18
33291.0,Montagoudin,154,36,113,3,27,28,12,43,0,0,0,0,1,3,0,28,5,35,5,19,4,4,7,0,3
33292.0,Montignac,133,16,115,1,33,24,10,47,0,0,0,0,1,0,3,24,5,28,16,25,4,1,5,1,3
33292.0,Montignac,133,16,115,1,33,24,10,47,0,0,0,0,1,0,3,24,5,28,16,25,4,1,5,1,3
33292.0,Montignac,133,16,115,1,33,24,10,47,0,0,0,0,1,0,3,24,5,28,16,25,4,1,5,1,3
33293.0,Montussan,2557,531,1975,19,531,568,166,691,0,0,0,0,1,2,51,568,89,494,144,351,52,77,77,17,53
33294.0,Morizès,406,104,296,5,85,62,39,105,0,0,0,0,1,2,7,62,26,87,13,60,7,11,13,3,5
33295.0,Mouillac,81,24,57,1,26,8,1,21,0,1,0,0,0,1,0,8,0,17,3,18,7,1,1,0,1
33295.0,Mouillac,81,24,57,1,26,8,1,21,0,1,0,0,0,1,0,8,0,17,3,18,7,1,1,0,1
33296.0,Mouliets-et-Villemartin,823,182,631,9,151,138,35,298,0,0,0,0,1,4,10,138,26,240,46,112,12,17,9,5,12
33297.0,Moulis-en-Médoc,1394,290,1080,18,283,255,102,422,0,0,0,0,1,4,36,255,69,349,55,203,13,31,33,14,18
33298.0,Moulon,735,118,601,8,169,164,68,192,0,0,0,0,1,2,22,164,40,155,26,107,10,30,28,6,11
33298.0,Moulon,735,118,601,8,169,164,68,192,0,0,0,0,1,2,22,164,40,155,26,107,10,30,28,6,11
33299.0,Mourens,293,54,235,0,50,45,42,98,0,0,0,0,1,0,6,45,30,81,10,31,3,10,12,0,7
33281.0,Mérignac,47491,9801,37002,482,13249,12125,2611,8535,0,1,0,0,0,148,851,12125,1164,5744,2195,8830,1091,2477,1447,334,596
33281.0,Mérignac,47491,9801,37002,482,13249,12125,2611,8535,0,1,0,0,0,148,851,12125,1164,5744,2195,8830,1091,2477,1447,334,596
33281.0,Mérignac,47491,9801,37002,482,13249,12125,2611,8535,0,1,0,0,0,148,851,12125,1164,5744,2195,8830,1091,2477,1447,334,596
33282.0,Mérignas,237,48,186,2,31,54,25,74,0,0,0,0,1,1,0,54,15,58,11,19,5,7,10,1,5
33300.0,Naujac-sur-Mer,934,167,757,18,167,128,87,357,0,0,0,0,1,4,18,128,61,281,58,132,5,12,26,14,18
33301.0,Naujan-et-Postiac,448,70,371,3,82,97,46,143,0,0,0,0,1,2,11,97,29,112,24,51,5,15,17,1,7
33304.0,Neuffons,147,36,107,1,29,21,16,40,0,0,0,0,1,0,3,21,14,31,7,17,2,7,2,1,2
33306.0,Noaillac,403,69,328,3,83,61,41,140,0,0,0,0,1,1,6,61,28,120,15,62,8,7,13,2,5
33307.0,Noaillan,1287,262,991,12,327,233,85,334,0,0,0,0,1,1,31,233,64,241,71,227,23,46,21,11,22
33302.0,Néac,267,62,199,2,52,64,18,63,0,0,1,0,0,1,9,64,10,49,11,34,2,7,8,1,3
33303.0,Nérigean,697,145,547,7,138,169,25,208,0,0,0,0,1,4,8,169,11,173,20,103,15,12,14,3,15
33308.0,Omet,228,27,197,3,55,38,25,76,0,0,0,0,1,1,6,38,18,51,22,41,3,5,7,2,3
33309.0,Ordonnac,387,110,270,2,67,63,17,121,0,0,0,0,1,1,10,63,11,105,16,46,2,9,6,1,0
33310.0,Origne,150,26,119,0,43,17,19,40,0,1,0,0,0,0,0,17,13,24,12,35,3,5,6,0,4
33311.0,Paillet,844,132,701,9,275,133,57,227,0,1,0,0,0,1,15,133,43,181,39,210,11,39,14,8,7
33312.0,Parempuyre,7123,1340,5662,101,1711,1544,399,1907,0,0,0,0,1,37,120,1544,213,1484,326,1147,155,289,186,64,97
33314.0,Pauillac,3013,959,2018,31,520,428,172,867,0,0,0,0,1,10,35,428,97,710,125,411,31,43,75,21,32
33316.0,Pellegrue,729,181,541,6,101,107,67,260,0,0,0,0,1,5,6,107,43,200,47,73,10,12,24,1,13
33318.0,Pessac,43198,10253,32348,411,12498,10372,2463,6604,0,1,0,0,0,112,835,10372,1087,4394,1717,8468,894,2301,1376,299,493
33319.0,Pessac-sur-Dordogne,309,62,241,5,54,52,31,99,0,0,0,0,1,4,7,52,18,76,19,30,7,10,13,1,4
33320.0,Petit-Palais-et-Cornemps,559,109,439,4,88,73,58,216,0,0,0,0,1,3,5,73,33,164,37,63,10,10,25,1,15
33321.0,Peujard,1581,239,1313,18,413,273,72,537,0,0,0,0,1,6,32,273,50,453,64,327,20,34,22,12,20
33324.0,Pineuilh,3121,693,2388,37,581,534,233,1003,0,0,0,0,1,14,50,534,118,710,229,417,46,68,115,23,64
33325.0,Plassac,698,102,583,7,171,175,56,174,0,0,1,0,0,2,31,175,27,114,43,104,10,26,29,5,17
33325.0,Plassac,698,102,583,7,171,175,56,174,0,0,1,0,0,2,31,175,27,114,43,104,10,26,29,5,17
33326.0,Pleine-Selve,183,44,137,5,24,37,18,53,0,0,0,0,1,0,1,37,15,40,11,17,4,2,3,5,2
33326.0,Pleine-Selve,183,44,137,5,24,37,18,53,0,0,0,0,1,0,1,37,15,40,11,17,4,2,3,5,2
33327.0,Podensac,2121,535,1554,24,477,370,144,539,0,0,0,0,1,6,45,370,102,427,73,342,40,50,42,18,39
33328.0,Pomerol,474,111,354,3,77,93,39,142,0,0,0,0,1,0,2,93,22,102,34,59,3,13,17,3,6
33330.0,Pompignac,2654,411,2197,22,597,761,220,597,0,0,1,0,0,3,38,761,107,427,137,388,45,126,113,19,33
33329.0,Pompéjac,204,25,178,0,48,27,30,73,0,0,0,0,1,0,7,27,27,50,18,29,8,4,3,0,5
33331.0,Pondaurat,352,61,282,4,95,57,37,89,0,1,0,0,0,2,6,57,24,65,19,63,12,14,13,2,5
33332.0,Porchères,683,131,543,9,126,104,48,256,0,0,0,0,1,2,16,104,25,214,31,89,7,14,23,7,11
,Porte de Benauge,385,61,318,3,73,100,46,96,0,0,1,0,0,2,4,100,21,82,9,57,6,6,25,1,5
33334.0,Portets,2037,436,1574,17,498,407,125,527,0,0,0,0,1,5,37,407,65,397,109,366,27,68,60,12,21
33337.0,Preignac,1536,339,1171,18,289,332,117,415,0,0,0,0,1,8,29,332,81,317,80,203,20,37,36,10,18
33339.0,Prignac-et-Marcamps,1054,208,826,21,279,170,61,295,0,0,0,0,1,7,26,170,37,239,41,198,24,31,24,14,15
33336.0,Préchac,834,165,662,9,211,147,102,193,0,1,0,0,0,2,16,147,75,124,57,169,13,13,27,7,12
33336.0,Préchac,834,165,662,9,211,147,102,193,0,1,0,0,0,2,16,147,75,124,57,169,13,13,27,7,12
33336.0,Préchac,834,165,662,9,211,147,102,193,0,1,0,0,0,2,16,147,75,124,57,169,13,13,27,7,12
33341.0,Pugnac,1658,337,1298,28,318,243,89,620,0,0,0,0,1,7,29,243,55,503,84,237,14,38,34,21,33
33342.0,Puisseguin,631,108,516,5,92,161,65,193,0,0,0,0,1,1,10,161,39,126,53,67,4,11,26,4,14
33344.0,Pujols,455,88,360,2,83,100,35,140,0,0,0,0,1,0,10,100,21,98,37,58,5,10,14,2,5
33344.0,Pujols,455,88,360,2,83,100,35,140,0,0,0,0,1,0,10,100,21,98,37,58,5,10,14,2,5
33343.0,Pujols-sur-Ciron,657,96,549,7,164,110,43,225,0,0,0,0,1,0,13,110,34,198,16,110,14,27,9,7,11
