Code_commune,Libelle_de_la_commune,Inscrits_22,Abstentions_22,Exprimes_22,Votes_Extreme_Gauche,Votes_Gauche,Votes_Centre,Votes_Droite,Votes_Extreme_Droite,Top_Extreme_Gauche,Top_Gauche,Top_Centre,Top_Droite,Top_Extreme_Droite,Voix_ART_22,Voix_ROU_22,Voix_MAC_22,Voix_LAS_22,Voix_PEN_22,Voix_ZEM_22,Voix_MEL_22,Voix_HID_22,Voix_JAD_22,Voix_PEC_22,Voix_POU_22,Voix_DUP_22
33346.0,Puybarban,298,43,253,4,48,62,33,106,0,0,0,0,1,2,8,62,21,86,16,28,4,8,12,2,4
33347.0,Puynormand,270,43,221,3,35,34,30,119,0,0,0,0,1,0,2,34,17,102,13,25,6,2,13,3,4
33317.0,Périssac,942,206,718,7,177,176,62,296,0,0,0,0,1,2,22,176,37,252,31,116,17,22,25,5,13
33348.0,Queyrac,1176,265,897,15,169,193,103,417,0,0,0,0,1,1,14,193,66,326,78,127,14,14,37,14,13
33349.0,Quinsac,1679,240,1401,20,504,471,92,314,0,1,0,0,0,4,30,471,49,219,75,340,21,113,43,16,20
33349.0,Quinsac,1679,240,1401,20,504,471,92,314,0,1,0,0,0,4,30,471,49,219,75,340,21,113,43,16,20
33350.0,Rauzan,916,212,691,10,191,141,79,270,0,0,0,0,1,4,11,141,52,222,41,146,14,20,27,6,7
33351.0,Reignac,1243,369,855,12,167,148,99,429,0,0,0,0,1,6,11,148,67,378,33,126,8,22,32,6,18
33351.0,Reignac,1243,369,855,12,167,148,99,429,0,0,0,0,1,6,11,148,67,378,33,126,8,22,32,6,18
33353.0,Rimons,170,35,135,2,39,38,17,39,0,1,0,0,0,0,5,38,8,34,5,27,3,4,9,2,0
33354.0,Riocaud,143,27,114,0,28,29,10,47,0,0,0,0,1,0,3,29,4,33,12,17,4,4,6,0,2
33355.0,Rions,1169,179,969,17,341,251,68,292,0,1,0,0,0,5,24,251,50,219,53,252,25,40,18,12,20
33357.0,Roaillan,1286,184,1084,10,314,301,128,331,0,0,0,0,1,5,34,301,82,263,54,205,28,47,46,5,14
33358.0,Romagne,308,54,248,8,83,54,18,85,0,0,0,0,1,2,3,54,13,71,11,64,4,12,5,6,3
33358.0,Romagne,308,54,248,8,83,54,18,85,0,0,0,0,1,2,3,54,13,71,11,64,4,12,5,6,3
33359.0,Roquebrune,192,49,140,4,37,23,22,54,0,0,0,0,1,3,1,23,11,41,11,29,2,5,11,1,2
33359.0,Roquebrune,192,49,140,4,37,23,22,54,0,0,0,0,1,3,1,23,11,41,11,29,2,5,11,1,2
33361.0,Ruch,427,72,349,2,85,92,32,138,0,0,0,0,1,0,9,92,17,102,28,57,6,13,15,2,8
33362.0,Sablons,994,218,760,11,179,122,85,363,0,0,0,0,1,3,14,122,51,312,33,140,14,11,34,8,18
33362.0,Sablons,994,218,760,11,179,122,85,363,0,0,0,0,1,3,14,122,51,312,33,140,14,11,34,8,18
33363.0,Sadirac,3483,609,2796,38,930,769,234,825,0,1,0,0,0,10,79,769,135,621,148,626,54,171,99,28,56
33364.0,Saillans,284,47,232,1,55,65,24,87,0,0,0,0,1,0,4,65,17,68,15,35,4,12,7,1,4
33364.0,Saillans,284,47,232,1,55,65,24,87,0,0,0,0,1,0,4,65,17,68,15,35,4,12,7,1,4
33365.0,Saint-Aignan,167,30,137,1,31,41,15,49,0,0,0,0,1,0,2,41,13,37,11,19,4,6,2,1,1
33365.0,Saint-Aignan,167,30,137,1,31,41,15,49,0,0,0,0,1,0,2,41,13,37,11,19,4,6,2,1,1
33365.0,Saint-Aignan,167,30,137,1,31,41,15,49,0,0,0,0,1,0,2,41,13,37,11,19,4,6,2,1,1
33365.0,Saint-Aignan,167,30,137,1,31,41,15,49,0,0,0,0,1,0,2,41,13,37,11,19,4,6,2,1,1
33365.0,Saint-Aignan,167,30,137,1,31,41,15,49,0,0,0,0,1,0,2,41,13,37,11,19,4,6,2,1,1
33365.0,Saint-Aignan,167,30,137,1,31,41,15,49,0,0,0,0,1,0,2,41,13,37,11,19,4,6,2,1,1
33370.0,Saint-Androny,407,71,329,1,62,61,29,176,0,0,0,0,1,0,14,61,14,153,15,42,5,1,15,1,8
33366.0,Saint-André-de-Cubzac,8245,1989,6129,80,1855,1422,424,2348,0,0,0,0,1,25,141,1422,237,1829,384,1338,124,252,187,55,135
33367.0,Saint-André-du-Bois,328,60,265,2,72,67,35,89,0,0,0,0,1,1,7,67,23,68,14,53,5,7,12,1,7
33369.0,Saint-André-et-Appelles,552,123,422,3,85,100,51,183,0,0,0,0,1,2,9,100,33,132,36,55,10,11,18,1,15
33372.0,Saint-Antoine-du-Queyret,55,12,41,0,2,11,3,25,0,0,0,0,1,0,1,11,3,20,5,1,0,0,0,0,0
33373.0,Saint-Antoine-sur-l'Isle,438,68,366,4,79,75,29,179,0,0,0,0,1,2,4,75,18,155,20,62,6,7,11,2,4
33374.0,Saint-Aubin-de-Blaye,590,136,446,6,91,90,46,213,0,0,0,0,1,3,7,90,30,180,25,73,5,6,16,3,8
33375.0,Saint-Aubin-de-Branne,292,39,244,3,53,64,33,91,0,0,0,0,1,0,4,64,17,73,13,34,6,9,16,3,5
33376.0,Saint-Aubin-de-Médoc,6039,882,5082,40,1186,1986,555,1315,0,0,1,0,0,16,107,1986,167,865,359,703,87,289,388,24,91
33378.0,Saint-Avit-Saint-Nazaire,1126,253,856,13,226,150,82,385,0,0,0,0,1,3,22,150,58,298,63,165,18,21,24,10,24
33377.0,Saint-Avit-de-Soulège,63,13,49,0,16,12,9,12,0,1,0,0,0,0,1,12,8,12,0,12,1,2,1,0,0
33379.0,Saint-Brice,201,50,148,1,33,36,17,61,0,0,0,0,1,0,3,36,9,42,15,16,9,5,8,1,4
33379.0,Saint-Brice,201,50,148,1,33,36,17,61,0,0,0,0,1,0,3,36,9,42,15,16,9,5,8,1,4
33379.0,Saint-Brice,201,50,148,1,33,36,17,61,0,0,0,0,1,0,3,36,9,42,15,16,9,5,8,1,4
33379.0,Saint-Brice,201,50,148,1,33,36,17,61,0,0,0,0,1,0,3,36,9,42,15,16,9,5,8,1,4
33379.0,Saint-Brice,201,50,148,1,33,36,17,61,0,0,0,0,1,0,3,36,9,42,15,16,9,5,8,1,4
33379.0,Saint-Brice,201,50,148,1,33,36,17,61,0,0,0,0,1,0,3,36,9,42,15,16,9,5,8,1,4
33381.0,Saint-Caprais-de-Bordeaux,2643,480,2113,41,706,557,142,667,0,1,0,0,0,14,76,557,85,516,124,486,37,107,57,27,27
33383.0,Saint-Christoly-Médoc,225,47,174,9,39,41,11,74,0,0,0,0,1,5,4,41,5,56,14,27,3,5,6,4,4
33382.0,Saint-Christoly-de-Blaye,1454,387,1049,15,204,220,94,516,0,0,0,0,1,8,19,220,46,410,86,144,13,28,48,7,20
33385.0,Saint-Christophe-de-Double,538,148,384,7,89,54,32,202,0,0,0,0,1,3,15,54,27,155,34,59,10,5,5,4,13
33384.0,Saint-Christophe-des-Bardes,357,60,294,5,52,107,54,76,0,0,1,0,0,0,5,107,25,43,28,39,3,5,29,5,5
33386.0,Saint-Cibard,147,33,112,1,17,27,18,49,0,0,0,0,1,1,2,27,5,29,18,11,2,2,13,0,2
33387.0,Saint-Ciers-d'Abzac,1163,340,811,13,229,146,74,349,0,0,0,0,1,2,16,146,40,282,53,177,11,25,34,11,14
33388.0,Saint-Ciers-de-Canesse,644,158,471,11,131,92,36,201,0,0,0,0,1,6,21,92,20,171,18,93,7,10,16,5,12
33389.0,Saint-Ciers-sur-Gironde,2329,583,1710,32,386,316,189,787,0,0,0,0,1,12,80,316,111,635,94,230,30,46,78,20,58
33391.0,Saint-Côme,268,52,209,3,60,58,22,66,0,0,0,0,1,2,2,58,17,53,10,47,5,6,5,1,3
33393.0,Saint-Denis-de-Pile,4149,877,3206,43,841,753,260,1309,0,0,0,0,1,16,78,753,162,1071,187,608,70,85,98,27,51
,Saint-Emilion,1394,267,1110,9,212,376,143,370,0,0,1,0,0,4,23,376,63,225,126,136,17,36,80,5,19
33395.0,Saint-Estèphe,1122,306,801,11,153,146,65,426,0,0,0,0,1,6,23,146,40,348,58,109,11,10,25,5,20
33395.0,Saint-Estèphe,1122,306,801,11,153,146,65,426,0,0,0,0,1,6,23,146,40,348,58,109,11,10,25,5,20
,Saint-Etienne-de-Lisse,143,39,103,3,14,35,8,43,0,0,0,0,1,0,0,35,5,36,6,10,0,4,3,3,1
33398.0,Saint-Exupéry,156,33,120,1,46,20,9,44,0,1,0,0,0,1,10,20,5,33,8,25,7,4,4,0,3
33400.0,Saint-Ferme,259,60,196,1,43,44,36,72,0,0,0,0,1,1,5,44,23,51,14,29,7,2,13,0,7
33399.0,Saint-Félix-de-Foncaude,228,57,164,2,26,31,25,80,0,0,0,0,1,1,1,31,17,64,12,23,0,2,8,1,4
,Saint-Genis-du-Bois,66,12,54,0,14,9,9,22,0,0,0,0,1,0,0,9,1,20,1,11,1,2,8,0,1
33405.0,Saint-Genès-de-Blaye,350,54,291,6,69,88,28,100,0,0,0,0,1,3,15,88,18,79,14,38,6,10,10,3,7
33406.0,Saint-Genès-de-Castillon,299,56,235,1,45,65,18,106,0,0,0,0,1,0,3,65,7,72,28,31,3,8,11,1,6
33407.0,Saint-Genès-de-Fronsac,685,133,540,14,127,111,38,250,0,0,0,0,1,5,13,111,22,205,30,88,10,16,16,9,15
33408.0,Saint-Genès-de-Lombaud,313,54,257,4,86,79,20,68,0,1,0,0,0,1,4,79,7,46,15,64,1,17,13,3,7
33412.0,Saint-Germain-d'Esteuil,1062,287,763,23,124,127,53,436,0,0,0,0,1,4,22,127,33,363,55,76,11,15,20,19,18
33411.0,Saint-Germain-de-Grave,117,15,101,0,21,13,25,42,0,0,0,0,1,0,5,13,20,33,7,12,0,4,5,0,2
33414.0,Saint-Germain-de-la-Rivière,290,48,237,3,57,59,33,85,0,0,0,0,1,1,5,59,15,62,21,35,8,9,18,2,2
33413.0,Saint-Germain-du-Puch,1840,351,1465,15,387,433,129,501,0,0,0,0,1,2,32,433,58,365,102,275,20,60,71,13,34
33415.0,Saint-Gervais,1445,254,1167,17,344,277,89,440,0,0,0,0,1,7,25,277,46,349,63,239,25,55,43,10,28
33415.0,Saint-Gervais,1445,254,1167,17,344,277,89,440,0,0,0,0,1,7,25,277,46,349,63,239,25,55,43,10,28
33415.0,Saint-Gervais,1445,254,1167,17,344,277,89,440,0,0,0,0,1,7,25,277,46,349,63,239,25,55,43,10,28
33415.0,Saint-Gervais,1445,254,1167,17,344,277,89,440,0,0,0,0,1,7,25,277,46,349,63,239,25,55,43,10,28
33415.0,Saint-Gervais,1445,254,1167,17,344,277,89,440,0,0,0,0,1,7,25,277,46,349,63,239,25,55,43,10,28
33416.0,Saint-Girons-d'Aiguevives,703,137,555,15,108,97,34,301,0,0,0,0,1,8,11,97,25,242,32,83,4,10,9,7,27
33418.0,Saint-Hilaire-de-la-Noaille,282,56,219,3,51,51,16,98,0,0,0,0,1,0,2,51,8,85,8,34,7,8,8,3,5
33419.0,Saint-Hilaire-du-Bois,62,14,47,0,8,16,6,17,0,0,0,0,1,0,0,16,2,10,4,7,1,0,4,0,3
33419.0,Saint-Hilaire-du-Bois,62,14,47,0,8,16,6,17,0,0,0,0,1,0,0,16,2,10,4,7,1,0,4,0,3
33420.0,Saint-Hippolyte,112,27,85,2,11,24,11,37,0,0,0,0,1,1,0,24,0,28,9,10,1,0,11,1,0
33420.0,Saint-Hippolyte,112,27,85,2,11,24,11,37,0,0,0,0,1,1,0,24,0,28,9,10,1,0,11,1,0
33420.0,Saint-Hippolyte,112,27,85,2,11,24,11,37,0,0,0,0,1,1,0,24,0,28,9,10,1,0,11,1,0
33420.0,Saint-Hippolyte,112,27,85,2,11,24,11,37,0,0,0,0,1,1,0,24,0,28,9,10,1,0,11,1,0
33420.0,Saint-Hippolyte,112,27,85,2,11,24,11,37,0,0,0,0,1,1,0,24,0,28,9,10,1,0,11,1,0
33420.0,Saint-Hippolyte,112,27,85,2,11,24,11,37,0,0,0,0,1,1,0,24,0,28,9,10,1,0,11,1,0
33420.0,Saint-Hippolyte,112,27,85,2,11,24,11,37,0,0,0,0,1,1,0,24,0,28,9,10,1,0,11,1,0
33420.0,Saint-Hippolyte,112,27,85,2,11,24,11,37,0,0,0,0,1,1,0,24,0,28,9,10,1,0,11,1,0
33422.0,Saint-Jean-d'Illac,6887,1304,5462,64,1448,1869,454,1627,0,0,1,0,0,15,103,1869,223,1147,370,957,101,287,231,49,110
33421.0,Saint-Jean-de-Blaignac,348,81,259,2,49,67,31,110,0,0,0,0,1,0,2,67,20,83,22,36,5,6,11,2,5
33423.0,Saint-Julien-Beychevelle,359,61,287,5,63,71,35,113,0,0,0,0,1,2,6,71,24,97,9,47,4,6,11,3,7
33424.0,Saint-Laurent-Médoc,3606,760,2787,48,673,634,259,1173,0,0,0,0,1,14,64,634,179,943,187,468,53,88,80,34,43
33425.0,Saint-Laurent-d'Arce,1150,199,914,15,231,221,65,382,0,0,0,0,1,4,18,221,33,310,56,155,25,33,32,11,16
33426.0,Saint-Laurent-des-Combes,175,28,143,0,20,52,21,50,0,0,1,0,0,0,5,52,5,34,14,9,1,5,16,0,2
33426.0,Saint-Laurent-des-Combes,175,28,143,0,20,52,21,50,0,0,1,0,0,0,5,52,5,34,14,9,1,5,16,0,2
33427.0,Saint-Laurent-du-Bois,220,30,185,0,39,46,28,72,0,0,0,0,1,0,2,46,19,58,11,26,2,9,9,0,3
33428.0,Saint-Laurent-du-Plan,65,14,50,0,15,10,11,14,0,1,0,0,0,0,3,10,2,10,4,10,1,1,9,0,0
33432.0,Saint-Loubert,172,18,152,0,48,39,17,48,0,1,0,0,0,0,4,39,12,41,6,31,8,5,5,0,1
33433.0,Saint-Loubès,6804,1222,5457,85,1598,1644,373,1757,0,0,0,0,1,30,151,1644,213,1367,285,1146,99,202,160,55,105
33434.0,Saint-Louis-de-Montferrand,1310,252,1032,16,331,224,67,394,0,0,0,0,1,5,22,224,47,320,51,251,34,24,20,11,23
33429.0,Saint-Léger-de-Balson,274,71,198,3,64,27,20,84,0,0,0,0,1,2,5,27,17,64,15,47,6,6,3,1,5
33431.0,Saint-Léon,269,60,205,2,64,57,13,69,0,0,0,0,1,2,7,57,12,55,9,43,9,5,1,0,5
33431.0,Saint-Léon,269,60,205,2,64,57,13,69,0,0,0,0,1,2,7,57,12,55,9,43,9,5,1,0,5
33431.0,Saint-Léon,269,60,205,2,64,57,13,69,0,0,0,0,1,2,7,57,12,55,9,43,9,5,1,0,5
33431.0,Saint-Léon,269,60,205,2,64,57,13,69,0,0,0,0,1,2,7,57,12,55,9,43,9,5,1,0,5
33435.0,Saint-Macaire,1447,354,1064,15,393,234,105,317,0,1,0,0,0,6,34,234,62,189,116,292,16,51,43,9,12
33436.0,Saint-Magne,899,169,721,20,186,163,68,284,0,0,0,0,1,4,16,163,49,221,40,132,16,22,19,16,23
33437.0,Saint-Magne-de-Castillon,1501,366,1117,13,225,241,113,525,0,0,0,0,1,4,23,241,62,427,86,161,15,26,51,9,12
33438.0,Saint-Maixant,1463,288,1144,22,365,260,89,408,0,0,0,0,1,5,31,260,57,309,84,268,21,45,32,17,15
33438.0,Saint-Maixant,1463,288,1144,22,365,260,89,408,0,0,0,0,1,5,31,260,57,309,84,268,21,45,32,17,15
33439.0,Saint-Mariens,1110,246,844,21,179,162,61,421,0,0,0,0,1,10,30,162,34,367,36,127,8,14,27,11,18
33440.0,Saint-Martial,184,40,140,4,49,35,12,40,0,1,0,0,0,2,4,35,10,35,1,38,4,3,2,2,4
33440.0,Saint-Martial,184,40,140,4,49,35,12,40,0,1,0,0,0,2,4,35,10,35,1,38,4,3,2,2,4
33440.0,Saint-Martial,184,40,140,4,49,35,12,40,0,1,0,0,0,2,4,35,10,35,1,38,4,3,2,2,4
33440.0,Saint-Martial,184,40,140,4,49,35,12,40,0,1,0,0,0,2,4,35,10,35,1,38,4,3,2,2,4
33440.0,Saint-Martial,184,40,140,4,49,35,12,40,0,1,0,0,0,2,4,35,10,35,1,38,4,3,2,2,4
33440.0,Saint-Martial,184,40,140,4,49,35,12,40,0,1,0,0,0,2,4,35,10,35,1,38,4,3,2,2,4
33441.0,Saint-Martin-Lacaussade,820,139,664,15,157,176,47,269,0,0,0,0,1,5,23,176,30,212,40,96,18,20,17,10,17
33442.0,Saint-Martin-de-Laye,401,90,303,8,61,59,27,148,0,0,0,0,1,1,9,59,19,122,22,39,3,10,8,7,4
33443.0,Saint-Martin-de-Lerm,121,29,89,0,22,22,11,34,0,0,0,0,1,0,1,22,9,20,14,18,0,3,2,0,0
33444.0,Saint-Martin-de-Sescas,396,67,322,3,86,82,37,114,0,0,0,0,1,2,11,82,29,88,24,56,6,13,8,1,2
33445.0,Saint-Martin-du-Bois,660,131,518,7,130,94,47,240,0,0,0,0,1,2,10,94,30,207,26,97,7,16,17,5,7
33446.0,Saint-Martin-du-Puy,134,25,106,1,28,21,18,38,0,0,0,0,1,0,4,21,10,29,6,21,2,1,8,1,3
33446.0,Saint-Martin-du-Puy,134,25,106,1,28,21,18,38,0,0,0,0,1,0,4,21,10,29,6,21,2,1,8,1,3
33450.0,Saint-Michel-de-Castelnau,182,23,159,2,49,29,20,59,0,0,0,0,1,0,5,29,18,49,6,35,9,0,2,2,4
33451.0,Saint-Michel-de-Fronsac,397,76,314,5,82,64,30,133,0,0,0,0,1,1,9,64,19,98,25,57,6,10,11,4,10
33453.0,Saint-Michel-de-Lapujade,173,29,138,0,37,28,19,54,0,0,0,0,1,0,4,28,17,41,9,27,2,4,2,0,4
33452.0,Saint-Michel-de-Rieufret,584,94,477,4,137,134,37,165,0,0,0,0,1,1,10,134,28,115,45,99,9,19,9,3,5
33454.0,Saint-Morillon,1357,201,1126,14,347,335,93,337,0,1,0,0,0,5,25,335,47,228,83,220,32,70,46,9,26
33448.0,Saint-Médard-d'Eyrans,2457,490,1922,32,560,564,181,585,0,0,0,0,1,8,59,564,119,449,103,365,44,92,62,24,33
33447.0,Saint-Médard-de-Guizières,1742,408,1307,20,301,270,96,620,0,0,0,0,1,8,24,270,50,528,76,220,20,37,46,12,16
33449.0,Saint-Médard-en-Jalles,24715,4718,19598,238,5918,6653,1546,5243,0,0,1,0,0,62,446,6653,748,3731,1147,3840,496,1136,798,176,365
33456.0,Saint-Palais,411,76,329,6,65,94,37,127,0,0,0,0,1,4,10,94,25,97,21,48,4,3,12,2,9
33456.0,Saint-Palais,411,76,329,6,65,94,37,127,0,0,0,0,1,4,10,94,25,97,21,48,4,3,12,2,9
33456.0,Saint-Palais,411,76,329,6,65,94,37,127,0,0,0,0,1,4,10,94,25,97,21,48,4,3,12,2,9
33456.0,Saint-Palais,411,76,329,6,65,94,37,127,0,0,0,0,1,4,10,94,25,97,21,48,4,3,12,2,9
33457.0,Saint-Pardon-de-Conques,501,89,401,5,87,127,50,132,0,0,0,0,1,1,0,127,34,91,29,66,11,10,16,4,12
33458.0,Saint-Paul,745,137,595,7,129,127,49,283,0,0,0,0,1,6,24,127,32,227,42,79,14,12,17,1,14
33458.0,Saint-Paul,745,137,595,7,129,127,49,283,0,0,0,0,1,6,24,127,32,227,42,79,14,12,17,1,14
33458.0,Saint-Paul,745,137,595,7,129,127,49,283,0,0,0,0,1,6,24,127,32,227,42,79,14,12,17,1,14
33458.0,Saint-Paul,745,137,595,7,129,127,49,283,0,0,0,0,1,6,24,127,32,227,42,79,14,12,17,1,14
33458.0,Saint-Paul,745,137,595,7,129,127,49,283,0,0,0,0,1,6,24,127,32,227,42,79,14,12,17,1,14
33458.0,Saint-Paul,745,137,595,7,129,127,49,283,0,0,0,0,1,6,24,127,32,227,42,79,14,12,17,1,14
33458.0,Saint-Paul,745,137,595,7,129,127,49,283,0,0,0,0,1,6,24,127,32,227,42,79,14,12,17,1,14
33458.0,Saint-Paul,745,137,595,7,129,127,49,283,0,0,0,0,1,6,24,127,32,227,42,79,14,12,17,1,14
33458.0,Saint-Paul,745,137,595,7,129,127,49,283,0,0,0,0,1,6,24,127,32,227,42,79,14,12,17,1,14
33459.0,Saint-Pey-d'Armens,152,22,129,0,28,32,15,54,0,0,0,0,1,0,3,32,11,37,13,18,3,4,4,0,4
33460.0,Saint-Pey-de-Castets,506,105,395,9,93,94,26,173,0,0,0,0,1,5,7,94,17,128,36,69,8,9,9,4,9
33461.0,Saint-Philippe-d'Aiguille,277,51,224,1,42,45,32,104,0,0,0,0,1,1,5,45,15,77,23,32,3,2,17,0,4
33462.0,Saint-Philippe-du-Seignal,380,71,300,0,61,59,32,148,0,0,0,0,1,0,5,59,20,113,27,45,3,8,12,0,8
33463.0,Saint-Pierre-d'Aurillac,1016,250,747,13,316,138,51,229,0,1,0,0,0,4,93,138,33,180,36,187,7,29,18,9,13
33464.0,Saint-Pierre-de-Bat,264,52,207,4,64,48,21,70,0,0,0,0,1,0,6,48,17,52,11,47,5,6,4,4,7
33465.0,Saint-Pierre-de-Mons,929,198,707,18,199,170,84,236,0,0,0,0,1,7,15,170,54,189,31,140,22,22,30,11,16
33466.0,Saint-Quentin-de-Baron,1688,365,1295,22,374,276,105,518,0,0,0,0,1,10,32,276,63,410,69,261,32,49,42,12,39
33467.0,Saint-Quentin-de-Caplong,200,28,170,5,39,44,30,52,0,0,0,0,1,2,4,44,18,45,5,31,2,2,12,3,2
33470.0,Saint-Romain-la-Virvée,649,112,519,3,151,107,56,202,0,0,0,0,1,0,14,107,32,142,39,110,8,19,24,3,21
33471.0,Saint-Sauveur,996,207,776,14,150,163,65,384,0,0,0,0,1,3,18,163,40,331,44,103,9,20,25,11,9
33471.0,Saint-Sauveur,996,207,776,14,150,163,65,384,0,0,0,0,1,3,18,163,40,331,44,103,9,20,25,11,9
33471.0,Saint-Sauveur,996,207,776,14,150,163,65,384,0,0,0,0,1,3,18,163,40,331,44,103,9,20,25,11,9
33471.0,Saint-Sauveur,996,207,776,14,150,163,65,384,0,0,0,0,1,3,18,163,40,331,44,103,9,20,25,11,9
33471.0,Saint-Sauveur,996,207,776,14,150,163,65,384,0,0,0,0,1,3,18,163,40,331,44,103,9,20,25,11,9
33471.0,Saint-Sauveur,996,207,776,14,150,163,65,384,0,0,0,0,1,3,18,163,40,331,44,103,9,20,25,11,9
33471.0,Saint-Sauveur,996,207,776,14,150,163,65,384,0,0,0,0,1,3,18,163,40,331,44,103,9,20,25,11,9
33471.0,Saint-Sauveur,996,207,776,14,150,163,65,384,0,0,0,0,1,3,18,163,40,331,44,103,9,20,25,11,9
33471.0,Saint-Sauveur,996,207,776,14,150,163,65,384,0,0,0,0,1,3,18,163,40,331,44,103,9,20,25,11,9
33471.0,Saint-Sauveur,996,207,776,14,150,163,65,384,0,0,0,0,1,3,18,163,40,331,44,103,9,20,25,11,9
33471.0,Saint-Sauveur,996,207,776,14,150,163,65,384,0,0,0,0,1,3,18,163,40,331,44,103,9,20,25,11,9
33472.0,Saint-Sauveur-de-Puynormand,305,54,246,2,56,62,15,111,0,0,0,0,1,0,3,62,8,90,15,35,10,8,7,2,6
33473.0,Saint-Savin,2279,500,1743,30,373,324,114,902,0,0,0,0,1,5,47,324,63,767,86,255,29,42,51,25,49
33473.0,Saint-Savin,2279,500,1743,30,373,324,114,902,0,0,0,0,1,5,47,324,63,767,86,255,29,42,51,25,49
33473.0,Saint-Savin,2279,500,1743,30,373,324,114,902,0,0,0,0,1,5,47,324,63,767,86,255,29,42,51,25,49
33473.0,Saint-Savin,2279,500,1743,30,373,324,114,902,0,0,0,0,1,5,47,324,63,767,86,255,29,42,51,25,49
33474.0,Saint-Selve,2462,365,2062,29,592,567,205,669,0,0,0,0,1,11,51,567,110,485,134,373,63,105,95,18,50
33475.0,Saint-Seurin-de-Bourg,302,66,230,3,56,44,23,104,0,0,0,0,1,1,1,44,16,86,13,40,4,11,7,2,5
33476.0,Saint-Seurin-de-Cadourne,547,121,421,6,73,94,37,211,0,0,0,0,1,0,11,94,16,173,30,49,4,9,21,6,8
33477.0,Saint-Seurin-de-Cursac,536,120,407,6,119,79,36,167,0,0,0,0,1,3,19,79,19,140,19,78,10,12,17,3,8
33478.0,Saint-Seurin-sur-l'Isle,2462,663,1766,27,392,418,111,818,0,0,0,0,1,12,48,418,58,663,111,278,31,35,53,15,44
33480.0,Saint-Sulpice-de-Faleyrens,1092,214,863,17,205,233,80,328,0,0,0,0,1,6,11,233,39,247,61,155,15,24,41,11,20
33481.0,Saint-Sulpice-de-Guilleragues,192,37,155,1,41,33,14,66,0,0,0,0,1,1,1,33,12,52,10,30,9,1,2,0,4
33482.0,Saint-Sulpice-de-Pommiers,213,35,172,1,50,34,16,71,0,0,0,0,1,1,8,34,10,52,17,35,4,3,6,0,2
33483.0,Saint-Sulpice-et-Cameyrac,3858,706,3082,30,732,982,261,1077,0,0,0,0,1,10,60,982,129,790,241,499,50,123,132,20,46
33484.0,Saint-Symphorien,1356,283,1057,20,306,213,111,407,0,0,0,0,1,10,37,213,77,317,60,225,23,21,34,10,30
33484.0,Saint-Symphorien,1356,283,1057,20,306,213,111,407,0,0,0,0,1,10,37,213,77,317,60,225,23,21,34,10,30
33484.0,Saint-Symphorien,1356,283,1057,20,306,213,111,407,0,0,0,0,1,10,37,213,77,317,60,225,23,21,34,10,30
33484.0,Saint-Symphorien,1356,283,1057,20,306,213,111,407,0,0,0,0,1,10,37,213,77,317,60,225,23,21,34,10,30
33484.0,Saint-Symphorien,1356,283,1057,20,306,213,111,407,0,0,0,0,1,10,37,213,77,317,60,225,23,21,34,10,30
33484.0,Saint-Symphorien,1356,283,1057,20,306,213,111,407,0,0,0,0,1,10,37,213,77,317,60,225,23,21,34,10,30
33484.0,Saint-Symphorien,1356,283,1057,20,306,213,111,407,0,0,0,0,1,10,37,213,77,317,60,225,23,21,34,10,30
33479.0,Saint-Sève,184,29,152,3,36,25,13,75,0,0,0,0,1,2,1,25,11,57,17,27,2,6,2,1,1
33486.0,Saint-Trojan,280,52,224,2,57,37,18,110,0,0,0,0,1,1,3,37,13,92,12,40,7,7,5,1,6
33487.0,Saint-Vincent-de-Paul,745,194,542,14,133,101,40,254,0,0,0,0,1,4,9,101,15,213,36,108,0,16,25,10,5
33487.0,Saint-Vincent-de-Paul,745,194,542,14,133,101,40,254,0,0,0,0,1,4,9,101,15,213,36,108,0,16,25,10,5
33488.0,Saint-Vincent-de-Pertignas,294,58,232,4,49,66,28,85,0,0,0,0,1,1,5,66,16,66,14,21,7,16,12,3,5
33489.0,Saint-Vivien-de-Blaye,286,54,220,8,46,49,29,88,0,0,0,0,1,5,6,49,22,76,10,31,0,9,7,3,2
33491.0,Saint-Vivien-de-Monségur,270,42,223,9,32,54,38,90,0,0,0,0,1,6,1,54,21,63,18,24,4,3,17,3,9
33490.0,Saint-Vivien-de-Médoc,1523,324,1171,19,266,256,102,528,0,0,0,0,1,6,33,256,72,435,80,194,16,23,30,13,13
33492.0,Saint-Yzan-de-Soudiac,1675,369,1289,27,317,206,80,659,0,0,0,0,1,7,37,206,44,569,66,227,27,26,36,20,24
33493.0,Saint-Yzans-de-Médoc,264,47,213,8,59,39,25,82,0,0,0,0,1,2,8,39,18,59,22,37,10,4,7,6,1
33390.0,Sainte-Colombe,347,66,277,1,59,57,27,133,0,0,0,0,1,0,3,57,12,96,31,44,5,7,15,1,6
33390.0,Sainte-Colombe,347,66,277,1,59,57,27,133,0,0,0,0,1,0,3,57,12,96,31,44,5,7,15,1,6
33390.0,Sainte-Colombe,347,66,277,1,59,57,27,133,0,0,0,0,1,0,3,57,12,96,31,44,5,7,15,1,6
33390.0,Sainte-Colombe,347,66,277,1,59,57,27,133,0,0,0,0,1,0,3,57,12,96,31,44,5,7,15,1,6
